customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
44,130,flour,2023-04-21,25,20,4,80
41,130,refined oil,2023-07-13,24,110,9,990
19,128,shampoo,2023-08-07,18,1.5,10,15.0
11,123,refined oil,2023-04-09,7,110,10,1100
43,128,flour,2023-07-23,20,20,2,40
40,125,nutrella,2023-05-16,13,40,7,280
10,123,gram flour ,2023-03-21,7,52,10,520
34,121,refined oil,2023-05-29,2,110,4,440
9,127,quaker oats,2023-03-14,16,212,8,1696
33,126,shampoo,2023-06-28,14,1.5,2,3.0
3,126,flour,2023-03-05,15,20,10,200
49,124,flour,2023-03-27,12,20,6,120
44,129,shampoo,2023-06-11,21,1.5,5,7.5
14,123,quaker oats,2023-03-07,8,212,5,1060
37,129,toothpaste,2023-04-18,21,100,3,300
34,122,quaker oats,2023-06-11,6,212,9,1908
40,130,refined oil,2023-08-08,25,110,6,660
30,123,sugar,2023-07-02,7,50,1,50
6,124,quaker oats,2023-08-05,12,212,5,1060
42,127,sugar,2023-04-07,17,50,9,450
3,129,refined oil,2023-06-03,22,110,1,110
13,127,quaker oats,2023-05-01,17,212,9,1908
45,129,nutrella,2023-03-28,21,40,5,200
43,123,quaker oats,2023-04-07,7,212,8,1696
25,122,nutrella,2023-03-28,4,40,6,240
10,130,gram flour ,2023-05-06,23,52,9,468
20,124,refined oil,2023-06-11,12,110,6,660
3,128,gram flour ,2023-08-08,18,52,10,520
40,129,quaker oats,2023-07-23,22,212,9,1908
39,129,toothpaste,2023-04-18,21,100,3,300
31,121,flour,2023-06-10,1,20,10,200
37,125,sugar,2023-07-14,13,50,1,50
40,121,sugar,2023-03-03,2,50,9,450
5,130,gram flour ,2023-06-29,24,52,5,260
44,129,nutrella,2023-08-04,22,40,4,160
30,129,gram flour ,2023-04-13,21,52,2,104
37,125,nutrella,2023-04-10,13,40,3,120
4,121,toothpaste,2023-05-17,2,100,6,600
31,129,nutrella,2023-04-27,21,40,2,80
46,122,flour,2023-03-26,4,20,3,60
25,121,flour,2023-07-22,2,20,8,160
26,129,toothpaste,2023-05-11,22,100,2,200
16,129,gram flour ,2023-05-21,21,52,5,260
11,122,gram flour ,2023-03-12,4,52,3,156
4,127,nutrella,2023-07-17,16,40,5,200
22,123,gram flour ,2023-03-03,9,52,5,260
20,128,sugar,2023-05-07,18,50,2,100
13,126,nutrella,2023-04-08,14,40,9,360
25,124,gram flour ,2023-07-13,10,52,6,312
11,125,shampoo,2023-03-21,12,1.5,4,6.0
10,122,toothpaste,2023-03-23,4,100,4,400
2,122,flour,2023-08-19,5,20,7,140
31,124,sugar,2023-04-23,12,50,3,150
41,122,gram flour ,2023-05-05,4,52,8,416
34,130,sugar,2023-04-28,25,50,9,450
25,124,nutrella,2023-07-23,11,40,7,280
14,130,gram flour ,2023-05-19,23,52,7,364
36,129,refined oil,2023-04-23,21,110,7,770
46,129,gram flour ,2023-06-10,22,52,7,364
43,126,toothpaste,2023-06-18,14,100,8,800
43,121,quaker oats,2023-03-07,3,212,7,1484
21,129,shampoo,2023-06-07,22,1.5,7,10.5
25,121,shampoo,2023-05-10,2,1.5,8,12.0
23,122,nutrella,2023-05-03,4,40,4,160
20,126,shampoo,2023-04-11,15,1.5,9,13.5
1,122,sugar,2023-03-13,4,50,5,250
48,128,refined oil,2023-04-03,19,110,1,110
38,129,quaker oats,2023-08-18,22,212,4,848
31,122,nutrella,2023-06-23,5,40,8,320
41,125,shampoo,2023-03-22,13,1.5,6,9.0
25,123,shampoo,2023-08-02,7,1.5,6,9.0
9,130,toothpaste,2023-04-15,23,100,3,300
45,124,refined oil,2023-06-23,10,110,10,1100
38,122,flour,2023-07-09,4,20,10,200
35,129,sugar,2023-08-17,22,50,1,50
15,122,flour,2023-04-24,4,20,10,200
23,122,gram flour ,2023-04-29,6,52,9,468
39,121,refined oil,2023-06-14,3,110,9,990
31,129,gram flour ,2023-06-15,22,52,10,520
26,122,shampoo,2023-06-14,4,1.5,6,9.0
11,130,toothpaste,2023-06-19,24,100,10,1000
41,125,flour,2023-03-25,13,20,3,60
13,130,toothpaste,2023-05-23,24,100,2,200
37,125,quaker oats,2023-06-15,12,212,3,636
35,125,shampoo,2023-06-16,12,1.5,9,13.5
23,125,sugar,2023-08-02,13,50,10,500
22,129,refined oil,2023-06-08,22,110,1,110
10,124,refined oil,2023-07-17,11,110,6,660
12,129,toothpaste,2023-05-08,22,100,4,400
50,126,nutrella,2023-05-01,14,40,7,280
27,129,nutrella,2023-07-14,21,40,8,320
22,129,sugar,2023-06-09,21,50,7,350
28,129,flour,2023-07-31,22,20,9,180
16,125,refined oil,2023-05-19,13,110,2,220
21,123,nutrella,2023-04-27,8,40,2,80
30,130,gram flour ,2023-07-20,25,52,5,260
50,123,quaker oats,2023-07-18,9,212,2,424
24,130,refined oil,2023-07-19,25,110,10,1100
1,129,nutrella,2023-03-04,22,40,6,240
50,124,toothpaste,2023-05-15,10,100,10,1000
33,125,gram flour ,2023-05-09,13,52,1,52
23,121,toothpaste,2023-07-02,2,100,1,100
17,121,refined oil,2023-05-20,1,110,6,660
5,126,quaker oats,2023-08-08,15,212,3,636
35,122,flour,2023-04-21,4,20,9,180
23,122,nutrella,2023-06-24,4,40,9,360
46,130,toothpaste,2023-08-14,23,100,4,400
39,128,quaker oats,2023-06-29,19,212,3,636
6,124,gram flour ,2023-08-05,11,52,9,468
9,126,toothpaste,2023-04-19,15,100,4,400
41,124,flour,2023-06-17,12,20,2,40
19,123,sugar,2023-08-10,7,50,9,450
27,127,nutrella,2023-04-26,16,40,7,280
32,123,sugar,2023-04-06,7,50,6,300
34,124,shampoo,2023-06-23,10,1.5,5,7.5
45,129,sugar,2023-06-08,22,50,4,200
17,125,quaker oats,2023-07-26,13,212,6,1272
36,127,flour,2023-06-01,16,20,4,80
25,125,sugar,2023-03-29,12,50,9,450
6,128,sugar,2023-03-24,19,50,2,100
38,122,shampoo,2023-06-06,6,1.5,3,4.5
1,127,quaker oats,2023-07-29,17,212,9,1908
22,123,gram flour ,2023-07-21,7,52,9,468
20,121,flour,2023-07-09,1,20,8,160
32,128,quaker oats,2023-03-15,20,212,3,636
23,121,sugar,2023-05-01,3,50,7,350
12,129,flour,2023-07-06,21,20,5,100
46,126,quaker oats,2023-04-12,15,212,7,1484
50,122,shampoo,2023-04-30,5,1.5,5,7.5
20,128,flour,2023-06-16,20,20,8,160
17,130,sugar,2023-06-25,25,50,4,200
29,129,sugar,2023-06-11,21,50,9,450
31,121,gram flour ,2023-07-25,1,52,10,520
5,122,nutrella,2023-05-13,6,40,2,80
21,128,toothpaste,2023-06-18,19,100,8,800
35,125,toothpaste,2023-04-04,13,100,4,400
18,123,refined oil,2023-03-28,8,110,9,990
18,129,nutrella,2023-03-06,22,40,1,40
49,126,refined oil,2023-05-06,15,110,3,330
43,128,gram flour ,2023-08-06,20,52,3,156
24,122,refined oil,2023-08-08,5,110,1,110
4,126,shampoo,2023-06-29,14,1.5,1,1.5
9,124,sugar,2023-06-13,10,50,1,50
48,125,nutrella,2023-07-11,13,40,7,280
44,126,flour,2023-03-28,14,20,5,100
31,129,shampoo,2023-07-14,21,1.5,2,3.0
21,124,flour,2023-07-23,12,20,2,40
27,129,flour,2023-03-11,22,20,9,180
23,124,flour,2023-05-10,11,20,1,20
45,130,gram flour ,2023-06-30,25,52,5,260
16,125,sugar,2023-06-06,13,50,5,250
28,122,sugar,2023-04-25,6,50,10,500
42,128,sugar,2023-04-27,20,50,2,100
22,129,shampoo,2023-06-24,21,1.5,1,1.5
45,128,shampoo,2023-05-14,19,1.5,4,6.0
38,121,refined oil,2023-08-11,1,110,1,110
42,123,gram flour ,2023-07-02,9,52,6,312
33,125,sugar,2023-08-02,12,50,7,350
21,125,nutrella,2023-04-27,12,40,8,320
46,129,toothpaste,2023-07-15,22,100,4,400
34,128,quaker oats,2023-03-17,19,212,8,1696
33,121,shampoo,2023-03-08,2,1.5,4,6.0
32,124,refined oil,2023-03-14,10,110,8,880
32,121,gram flour ,2023-03-19,1,52,6,312
31,126,refined oil,2023-06-09,14,110,9,990
37,121,shampoo,2023-07-05,1,1.5,3,4.5
36,130,refined oil,2023-07-15,24,110,5,550
28,124,flour,2023-08-11,12,20,2,40
45,123,gram flour ,2023-08-16,9,52,1,52
28,124,shampoo,2023-07-20,10,1.5,6,9.0
25,128,shampoo,2023-03-09,20,1.5,7,10.5
42,128,quaker oats,2023-03-10,20,212,7,1484
41,130,nutrella,2023-05-01,24,40,5,200
42,126,shampoo,2023-05-18,15,1.5,1,1.5
30,121,quaker oats,2023-04-08,3,212,3,636
33,127,nutrella,2023-08-07,16,40,7,280
50,122,nutrella,2023-08-04,4,40,6,240
35,128,shampoo,2023-07-20,19,1.5,3,4.5
40,130,toothpaste,2023-08-13,25,100,6,600
18,125,refined oil,2023-05-07,12,110,8,880
8,128,sugar,2023-06-22,19,50,8,400
6,127,toothpaste,2023-05-11,17,100,6,600
23,130,gram flour ,2023-03-16,23,52,10,520
10,122,nutrella,2023-06-07,4,40,1,40
27,122,nutrella,2023-07-28,5,40,10,400
7,123,sugar,2023-05-15,8,50,8,400
11,123,quaker oats,2023-04-01,8,212,2,424
23,125,refined oil,2023-05-24,12,110,5,550
6,122,nutrella,2023-08-10,4,40,7,280
14,125,sugar,2023-05-16,13,50,5,250
18,122,shampoo,2023-06-29,4,1.5,1,1.5
31,127,refined oil,2023-06-30,17,110,10,1100
49,130,nutrella,2023-04-03,25,40,8,320
47,125,quaker oats,2023-06-14,13,212,10,2120
22,126,toothpaste,2023-04-25,14,100,3,300
19,121,shampoo,2023-07-18,1,1.5,6,9.0
7,130,shampoo,2023-06-14,24,1.5,5,7.5
30,126,toothpaste,2023-04-27,14,100,2,200
39,123,shampoo,2023-07-31,7,1.5,8,12.0
24,130,quaker oats,2023-06-03,25,212,9,1908
27,123,quaker oats,2023-07-16,7,212,10,2120
45,126,sugar,2023-03-21,14,50,6,300
1,126,quaker oats,2023-06-13,14,212,9,1908
38,129,quaker oats,2023-05-11,22,212,6,1272
28,130,nutrella,2023-05-20,23,40,2,80
13,130,refined oil,2023-04-13,24,110,4,440
15,128,quaker oats,2023-05-16,20,212,7,1484
11,127,flour,2023-06-24,17,20,9,180
1,121,toothpaste,2023-08-12,3,100,4,400
13,127,quaker oats,2023-04-21,16,212,9,1908
41,125,gram flour ,2023-07-15,13,52,10,520
18,130,toothpaste,2023-05-30,25,100,3,300
44,125,shampoo,2023-03-08,13,1.5,9,13.5
23,123,nutrella,2023-05-21,8,40,3,120
5,121,sugar,2023-03-22,2,50,7,350
17,130,shampoo,2023-06-27,24,1.5,8,12.0
17,125,toothpaste,2023-04-28,12,100,10,1000
27,124,sugar,2023-04-16,12,50,7,350
3,127,gram flour ,2023-04-14,17,52,3,156
26,126,refined oil,2023-04-18,15,110,1,110
36,129,flour,2023-05-25,21,20,6,120
2,125,toothpaste,2023-06-23,12,100,9,900
24,123,gram flour ,2023-08-03,9,52,7,364
4,125,toothpaste,2023-07-26,12,100,6,600
7,123,nutrella,2023-04-21,8,40,6,240
44,121,sugar,2023-07-10,1,50,7,350
9,129,gram flour ,2023-05-25,22,52,8,416
41,129,nutrella,2023-05-10,21,40,10,400
49,124,refined oil,2023-03-04,11,110,9,990
39,121,refined oil,2023-05-19,3,110,8,880
41,122,gram flour ,2023-05-29,5,52,8,416
12,121,quaker oats,2023-08-18,2,212,6,1272
35,122,sugar,2023-05-10,4,50,6,300
38,122,sugar,2023-05-18,4,50,1,50
31,124,toothpaste,2023-04-11,10,100,10,1000
11,123,gram flour ,2023-04-13,7,52,9,468
14,123,sugar,2023-07-22,9,50,4,200
1,127,flour,2023-07-26,17,20,6,120
14,126,refined oil,2023-04-16,15,110,10,1100
44,122,refined oil,2023-07-22,5,110,2,220
4,129,quaker oats,2023-06-05,22,212,3,636
41,125,nutrella,2023-05-12,13,40,5,200
18,124,flour,2023-04-27,10,20,4,80
5,125,refined oil,2023-04-13,12,110,9,990
38,125,sugar,2023-08-05,13,50,1,50
9,129,shampoo,2023-06-03,22,1.5,6,9.0
49,129,gram flour ,2023-03-08,22,52,4,208
1,122,flour,2023-04-08,6,20,8,160
37,122,flour,2023-05-09,6,20,9,180
47,121,shampoo,2023-06-27,2,1.5,6,9.0
50,125,sugar,2023-05-24,13,50,6,300
37,127,gram flour ,2023-08-10,17,52,9,468
39,121,gram flour ,2023-05-29,1,52,6,312
13,123,toothpaste,2023-03-06,7,100,7,700
6,121,nutrella,2023-05-10,2,40,7,280
11,123,refined oil,2023-07-07,7,110,10,1100
18,128,sugar,2023-03-20,20,50,8,400
17,126,toothpaste,2023-05-24,14,100,9,900
5,122,sugar,2023-07-20,4,50,2,100
25,121,gram flour ,2023-04-11,1,52,10,520
17,123,gram flour ,2023-03-06,8,52,6,312
14,127,toothpaste,2023-07-01,17,100,2,200
4,129,quaker oats,2023-05-24,22,212,9,1908
26,126,gram flour ,2023-05-23,15,52,5,260
16,125,gram flour ,2023-05-01,12,52,10,520
5,130,flour,2023-06-07,24,20,1,20
22,123,sugar,2023-03-25,9,50,9,450
37,126,nutrella,2023-05-28,15,40,6,240
36,130,sugar,2023-07-07,23,50,6,300
5,122,toothpaste,2023-08-18,6,100,4,400
33,125,gram flour ,2023-06-11,12,52,4,208
40,124,refined oil,2023-08-11,12,110,6,660
24,123,toothpaste,2023-06-23,8,100,5,500
15,121,shampoo,2023-06-16,2,1.5,10,15.0
46,128,sugar,2023-07-18,18,50,2,100
10,129,quaker oats,2023-07-14,22,212,10,2120
2,126,shampoo,2023-06-11,14,1.5,5,7.5
43,129,flour,2023-05-17,22,20,8,160
27,127,flour,2023-05-18,17,20,5,100
35,121,nutrella,2023-06-07,3,40,1,40
3,123,nutrella,2023-06-25,8,40,7,280
12,130,gram flour ,2023-05-29,24,52,4,208
45,130,refined oil,2023-07-29,25,110,4,440
23,127,nutrella,2023-07-12,16,40,1,40
38,121,flour,2023-04-06,2,20,7,140
12,128,quaker oats,2023-05-08,18,212,1,212
23,126,sugar,2023-03-07,15,50,7,350
31,125,sugar,2023-04-23,12,50,9,450
39,128,refined oil,2023-03-12,19,110,1,110
48,122,flour,2023-08-04,4,20,6,120
13,128,nutrella,2023-06-15,20,40,10,400
46,122,shampoo,2023-04-12,6,1.5,7,10.5
8,122,refined oil,2023-07-02,4,110,9,990
10,124,shampoo,2023-08-06,12,1.5,10,15.0
2,121,quaker oats,2023-04-12,3,212,3,636
4,122,gram flour ,2023-05-28,5,52,6,312
42,126,quaker oats,2023-05-29,14,212,6,1272
37,127,sugar,2023-05-29,17,50,5,250
15,130,nutrella,2023-04-08,23,40,2,80
23,128,sugar,2023-04-11,19,50,3,150
13,127,sugar,2023-05-31,17,50,7,350
26,122,gram flour ,2023-05-22,6,52,2,104
22,124,flour,2023-07-21,10,20,9,180
2,121,flour,2023-06-09,2,20,4,80
22,128,quaker oats,2023-03-28,18,212,10,2120
25,124,nutrella,2023-05-07,12,40,10,400
22,125,nutrella,2023-04-29,13,40,7,280
32,121,toothpaste,2023-05-18,3,100,10,1000
19,121,toothpaste,2023-07-25,1,100,1,100
43,121,shampoo,2023-05-19,1,1.5,6,9.0
33,126,sugar,2023-08-18,15,50,1,50
30,126,refined oil,2023-03-07,14,110,10,1100
48,121,toothpaste,2023-06-28,2,100,1,100
36,126,quaker oats,2023-05-15,14,212,10,2120
25,129,flour,2023-07-15,21,20,5,100
43,130,sugar,2023-03-14,25,50,5,250
9,121,sugar,2023-05-19,2,50,3,150
13,122,quaker oats,2023-05-30,6,212,5,1060
36,125,flour,2023-07-21,13,20,6,120
44,129,refined oil,2023-06-02,22,110,7,770
15,125,nutrella,2023-03-22,13,40,1,40
43,123,sugar,2023-04-26,7,50,5,250
39,126,flour,2023-05-01,15,20,4,80
19,128,flour,2023-07-19,20,20,5,100
14,130,quaker oats,2023-06-19,24,212,3,636
15,123,quaker oats,2023-06-29,7,212,10,2120
46,126,sugar,2023-08-05,15,50,10,500
37,128,gram flour ,2023-07-28,20,52,7,364
16,121,nutrella,2023-03-17,3,40,10,400
30,123,flour,2023-04-02,7,20,7,140
14,121,shampoo,2023-07-10,2,1.5,2,3.0
37,124,nutrella,2023-04-24,11,40,8,320
15,130,refined oil,2023-06-22,25,110,6,660
16,121,nutrella,2023-08-18,1,40,9,360
39,122,nutrella,2023-05-19,5,40,4,160
6,126,flour,2023-07-09,14,20,5,100
29,126,sugar,2023-03-22,14,50,7,350
27,122,flour,2023-04-21,5,20,1,20
38,125,flour,2023-05-14,12,20,10,200
3,124,toothpaste,2023-03-07,11,100,10,1000
45,124,shampoo,2023-04-05,10,1.5,4,6.0
35,124,shampoo,2023-03-13,12,1.5,4,6.0
39,126,shampoo,2023-06-25,14,1.5,7,10.5
25,129,toothpaste,2023-03-26,22,100,2,200
10,121,flour,2023-04-26,1,20,10,200
46,122,refined oil,2023-03-27,5,110,2,220
41,129,shampoo,2023-07-30,22,1.5,8,12.0
16,126,refined oil,2023-04-28,14,110,9,990
27,123,nutrella,2023-08-14,9,40,4,160
20,122,sugar,2023-05-18,6,50,3,150
38,121,toothpaste,2023-03-09,2,100,9,900
49,121,toothpaste,2023-03-18,1,100,2,200
14,128,shampoo,2023-03-07,18,1.5,6,9.0
4,122,gram flour ,2023-04-03,4,52,7,364
41,124,toothpaste,2023-07-01,11,100,2,200
18,128,nutrella,2023-04-25,20,40,6,240
30,124,shampoo,2023-07-24,10,1.5,2,3.0
19,127,gram flour ,2023-06-17,17,52,1,52
36,126,flour,2023-03-19,14,20,3,60
12,123,flour,2023-03-05,8,20,1,20
17,121,sugar,2023-05-17,2,50,6,300
47,121,quaker oats,2023-06-20,1,212,1,212
40,121,shampoo,2023-07-16,2,1.5,9,13.5
20,129,refined oil,2023-06-30,22,110,5,550
34,121,toothpaste,2023-04-15,2,100,6,600
13,130,shampoo,2023-06-10,24,1.5,9,13.5
9,124,nutrella,2023-08-15,10,40,3,120
11,122,sugar,2023-06-06,4,50,5,250
45,121,toothpaste,2023-07-06,1,100,3,300
29,129,quaker oats,2023-04-08,22,212,1,212
1,126,toothpaste,2023-07-27,15,100,2,200
28,129,shampoo,2023-03-20,21,1.5,10,15.0
31,130,toothpaste,2023-03-04,24,100,10,1000
6,122,flour,2023-06-21,5,20,6,120
7,125,toothpaste,2023-07-04,12,100,8,800
16,124,sugar,2023-05-12,12,50,10,500
16,128,gram flour ,2023-08-04,19,52,7,364
14,122,flour,2023-08-14,4,20,9,180
47,127,toothpaste,2023-08-11,16,100,6,600
5,123,flour,2023-05-11,7,20,8,160
19,126,nutrella,2023-07-30,15,40,3,120
38,121,sugar,2023-05-02,2,50,5,250
19,129,refined oil,2023-05-13,22,110,5,550
34,129,shampoo,2023-04-17,22,1.5,2,3.0
25,124,refined oil,2023-06-26,10,110,1,110
48,128,quaker oats,2023-07-21,18,212,1,212
45,126,sugar,2023-05-29,14,50,6,300
13,130,sugar,2023-03-27,24,50,6,300
19,128,flour,2023-07-27,20,20,1,20
6,125,gram flour ,2023-07-15,13,52,2,104
33,121,shampoo,2023-06-26,1,1.5,2,3.0
33,130,refined oil,2023-04-14,23,110,6,660
31,128,gram flour ,2023-07-08,18,52,1,52
42,121,sugar,2023-07-07,3,50,3,150
50,122,quaker oats,2023-07-17,4,212,3,636
16,130,shampoo,2023-07-04,23,1.5,7,10.5
44,128,sugar,2023-03-12,18,50,1,50
38,126,refined oil,2023-06-20,14,110,8,880
40,124,gram flour ,2023-08-11,11,52,3,156
27,123,refined oil,2023-08-03,9,110,7,770
4,121,toothpaste,2023-05-23,3,100,9,900
33,127,shampoo,2023-05-04,16,1.5,3,4.5
15,130,shampoo,2023-04-15,23,1.5,8,12.0
11,121,nutrella,2023-08-14,1,40,3,120
29,128,flour,2023-03-17,20,20,5,100
12,124,nutrella,2023-04-12,12,40,1,40
6,125,sugar,2023-03-04,13,50,10,500
45,130,sugar,2023-03-15,24,50,8,400
22,121,sugar,2023-06-18,3,50,10,500
17,130,refined oil,2023-05-11,23,110,6,660
47,124,flour,2023-03-22,12,20,8,160
27,130,refined oil,2023-04-05,24,110,7,770
43,122,toothpaste,2023-05-19,4,100,2,200
23,123,sugar,2023-07-14,7,50,3,150
7,126,nutrella,2023-08-19,14,40,8,320
25,128,gram flour ,2023-05-26,19,52,8,416
29,126,flour,2023-04-19,14,20,4,80
33,129,toothpaste,2023-05-07,22,100,2,200
49,126,flour,2023-05-15,14,20,7,140
50,127,sugar,2023-03-06,17,50,4,200
10,125,flour,2023-07-12,13,20,8,160
16,126,sugar,2023-07-01,14,50,5,250
48,125,quaker oats,2023-03-20,12,212,9,1908
48,126,shampoo,2023-07-21,14,1.5,4,6.0
27,125,flour,2023-06-20,12,20,3,60
2,127,gram flour ,2023-03-23,17,52,5,260
44,129,quaker oats,2023-05-27,22,212,1,212
31,123,flour,2023-04-01,8,20,7,140
16,127,shampoo,2023-03-08,16,1.5,9,13.5
10,126,quaker oats,2023-07-05,14,212,10,2120
25,124,quaker oats,2023-07-28,11,212,7,1484
48,126,shampoo,2023-07-19,14,1.5,3,4.5
26,122,flour,2023-04-08,5,20,6,120
43,122,shampoo,2023-03-28,4,1.5,1,1.5
1,128,nutrella,2023-04-11,18,40,5,200
10,124,flour,2023-08-20,10,20,6,120
49,123,sugar,2023-07-02,8,50,4,200
23,121,gram flour ,2023-04-21,2,52,2,104
50,128,refined oil,2023-04-29,18,110,4,440
35,129,flour,2023-05-13,21,20,6,120
33,122,flour,2023-03-20,4,20,10,200
42,129,quaker oats,2023-06-02,21,212,10,2120
37,121,shampoo,2023-05-30,3,1.5,10,15.0
17,130,gram flour ,2023-05-10,25,52,10,520
24,122,gram flour ,2023-08-20,5,52,6,312
41,128,nutrella,2023-05-09,19,40,5,200
30,130,nutrella,2023-05-30,23,40,5,200
24,123,quaker oats,2023-06-03,9,212,5,1060
9,129,gram flour ,2023-07-20,21,52,1,52
41,129,shampoo,2023-05-21,21,1.5,10,15.0
7,125,quaker oats,2023-04-01,12,212,2,424
40,126,quaker oats,2023-05-23,15,212,2,424
40,123,nutrella,2023-04-04,8,40,1,40
16,126,shampoo,2023-05-20,14,1.5,8,12.0
11,127,nutrella,2023-04-13,16,40,9,360
2,123,quaker oats,2023-04-14,8,212,4,848
29,126,gram flour ,2023-03-07,14,52,3,156
14,124,nutrella,2023-03-22,10,40,8,320
32,124,gram flour ,2023-03-24,12,52,2,104
19,130,sugar,2023-03-06,24,50,1,50
39,122,toothpaste,2023-05-07,6,100,5,500
19,129,sugar,2023-05-19,22,50,7,350
24,128,toothpaste,2023-05-15,18,100,9,900
30,121,toothpaste,2023-05-11,1,100,3,300
2,130,refined oil,2023-03-20,23,110,8,880
16,127,nutrella,2023-06-13,16,40,9,360
29,126,gram flour ,2023-04-12,15,52,1,52
24,129,shampoo,2023-07-17,22,1.5,3,4.5
4,126,nutrella,2023-06-14,15,40,3,120
23,127,sugar,2023-04-09,17,50,9,450
38,122,toothpaste,2023-04-27,4,100,1,100
40,124,shampoo,2023-06-19,11,1.5,10,15.0
40,127,shampoo,2023-07-09,16,1.5,9,13.5
22,129,nutrella,2023-06-09,21,40,5,200
14,129,shampoo,2023-03-10,22,1.5,9,13.5
21,121,flour,2023-04-20,1,20,9,180
11,124,gram flour ,2023-06-19,10,52,7,364
43,128,gram flour ,2023-06-21,20,52,7,364
16,123,quaker oats,2023-05-29,7,212,2,424
26,121,quaker oats,2023-05-16,2,212,10,2120
30,122,gram flour ,2023-08-18,4,52,10,520
40,122,refined oil,2023-07-16,6,110,1,110
14,124,flour,2023-08-18,12,20,9,180
15,129,toothpaste,2023-03-10,22,100,9,900
15,125,nutrella,2023-07-02,13,40,4,160
46,126,nutrella,2023-03-11,15,40,6,240
2,125,gram flour ,2023-04-14,12,52,5,260
5,121,sugar,2023-07-06,2,50,10,500
7,130,shampoo,2023-04-02,24,1.5,8,12.0
38,128,refined oil,2023-05-07,19,110,8,880
45,129,shampoo,2023-04-08,22,1.5,1,1.5
1,124,refined oil,2023-05-28,12,110,5,550
5,124,gram flour ,2023-06-01,11,52,8,416
48,130,quaker oats,2023-08-09,25,212,6,1272
43,123,shampoo,2023-03-07,9,1.5,9,13.5
21,128,flour,2023-04-11,18,20,4,80
25,125,flour,2023-04-29,13,20,7,140
49,122,shampoo,2023-03-25,4,1.5,9,13.5
14,130,sugar,2023-03-04,25,50,5,250
47,124,refined oil,2023-06-02,11,110,3,330
4,128,quaker oats,2023-04-15,18,212,8,1696
17,123,nutrella,2023-03-19,9,40,9,360
28,128,shampoo,2023-05-05,19,1.5,3,4.5
30,121,refined oil,2023-03-04,1,110,6,660
8,124,flour,2023-07-10,10,20,10,200
26,123,flour,2023-06-10,9,20,3,60
15,128,nutrella,2023-06-05,19,40,7,280
16,124,sugar,2023-08-06,12,50,8,400
35,123,shampoo,2023-05-18,8,1.5,6,9.0
4,126,nutrella,2023-08-11,15,40,1,40
1,122,sugar,2023-08-06,4,50,5,250
46,123,refined oil,2023-07-24,8,110,10,1100
17,125,sugar,2023-03-19,12,50,8,400
39,124,quaker oats,2023-07-03,11,212,3,636
14,126,toothpaste,2023-08-19,14,100,7,700
40,126,gram flour ,2023-04-09,15,52,3,156
20,130,toothpaste,2023-04-22,23,100,3,300
19,126,gram flour ,2023-04-13,14,52,3,156
50,125,shampoo,2023-08-10,12,1.5,7,10.5
11,125,toothpaste,2023-07-24,12,100,9,900
30,125,flour,2023-05-17,12,20,1,20
10,123,sugar,2023-05-26,7,50,3,150
19,128,gram flour ,2023-08-07,18,52,6,312
24,125,shampoo,2023-07-07,13,1.5,9,13.5
2,128,sugar,2023-06-28,19,50,5,250
17,130,gram flour ,2023-05-25,23,52,6,312
8,128,refined oil,2023-06-06,18,110,5,550
4,130,refined oil,2023-07-06,24,110,10,1100
47,127,refined oil,2023-07-10,17,110,2,220
28,123,gram flour ,2023-04-02,8,52,8,416
43,123,sugar,2023-06-18,8,50,7,350
19,124,gram flour ,2023-04-30,10,52,9,468
45,127,shampoo,2023-08-01,16,1.5,5,7.5
4,129,nutrella,2023-08-07,21,40,1,40
48,127,nutrella,2023-06-19,17,40,5,200
50,129,refined oil,2023-06-11,22,110,8,880
35,128,toothpaste,2023-03-16,18,100,10,1000
48,129,gram flour ,2023-07-29,22,52,2,104
35,126,gram flour ,2023-04-30,14,52,8,416
26,121,sugar,2023-06-30,3,50,6,300
9,127,quaker oats,2023-08-04,16,212,1,212
19,128,quaker oats,2023-06-07,20,212,9,1908
12,121,refined oil,2023-06-01,3,110,5,550
6,127,flour,2023-04-19,16,20,7,140
13,130,shampoo,2023-07-07,23,1.5,7,10.5
30,130,quaker oats,2023-08-01,25,212,2,424
31,122,refined oil,2023-06-10,4,110,9,990
31,123,refined oil,2023-05-07,7,110,8,880
8,121,gram flour ,2023-04-22,3,52,2,104
6,126,sugar,2023-05-13,14,50,5,250
48,128,sugar,2023-05-20,19,50,9,450
47,126,shampoo,2023-07-14,14,1.5,9,13.5
26,130,quaker oats,2023-05-25,25,212,10,2120
42,128,toothpaste,2023-06-08,19,100,2,200
11,122,shampoo,2023-04-08,4,1.5,8,12.0
12,129,quaker oats,2023-03-04,22,212,6,1272
17,125,refined oil,2023-03-27,13,110,2,220
4,130,refined oil,2023-04-24,25,110,7,770
13,121,toothpaste,2023-05-17,2,100,10,1000
22,129,nutrella,2023-04-20,21,40,1,40
38,122,gram flour ,2023-07-20,5,52,1,52
20,124,toothpaste,2023-06-02,11,100,10,1000
15,122,sugar,2023-07-17,5,50,10,500
9,124,refined oil,2023-05-25,10,110,2,220
16,122,refined oil,2023-05-01,5,110,7,770
43,125,shampoo,2023-05-30,12,1.5,8,12.0
46,127,shampoo,2023-05-21,16,1.5,6,9.0
